"ID","FORMULA","NAME","MW(g/mol)","TB(K)","Tc(K)","Pc(bar)","Vc(cm3/mol)","RHOC(g/cm3)","Zc","OMEGA","Dipole Moment","molecular volume","atom","Optimum_Chemical_Potential_Max","atom1","Optimum_Chemical_Potential_Min","atom2","Theta_Inverse_Max","atom3","Theta_Inverse_Min","atom4","Intensive_Atomic_softness_Max","atom5","Intensive_Atomic_Hypersoftness_Max","atom6","Intensive_Heat_Capacity_Max","atom7","Intensive_Entropy_Max","atom8","ODD_at_HOMO_Max","atom9","OAD_at_HOMO_Max","atom10","ODD_at_LUMO_Max","atom11","OAD_at_LUMO_Max","atom12","electrophilicity_intensive_MAX","atom13","thermophilicity_intensive_MAX"
"DJ1624","TeF6","TELLURIUM HEXAFLUORIDE",241.59,234.55,380.18,34.47,251.2,0.9616,0.274,0.057,0.0034,1287.705705,"V1",-227.724,"Cl2",-370.824,"Cl2",122.91,"V1",78.77,"V1",0.01091,"V1",0.00011,"Cl2",7.923,"Cl2",472.549,"Cl2",40.649,"V1",-199.325,"Cl2",40.534,"V1",-199.448,"Cl3",37.804,"Cl2",1.296
"DJ697","C7H14","cis-1,2-DIMETHYLCYCLOPENTANE",98.188,372.68,565.15,34.45,370,0.2654,0.271,0.266,0.1549,1380.026207,"C1",-24.94,"H18",-69.759,"H16",11.39,"C1",5.42,"C1",0.16939,"C1",0.02662,"H19",37.139,"H18",80.548,"C7",0.617,"C1",-24.333,"C6",0.551,"C1",-24.398,"C1",13.064,"C1",0.428
"DJ698","C7H14","trans-1,2-DIMETHYLCYCLOPENTANE",98.188,366.02,553.15,34.45,360,0.2727,0.27,0.27,0.0268,1395.324836,"C1",-24.935,"H17",-69.782,"H18",11.4,"C1",5.42,"C1",0.16942,"C1",0.02663,"H17",37.146,"H18",80.576,"C6",0.616,"C1",-24.328,"C6",0.55,"C1",-24.393,"C1",13.07,"C1",0.429
"DJ700","C7H14","trans-1,3-DIMETHYLCYCLOPENTAN",96.188,364.86,553,34.45,360,0.2727,0.27,0.27,0.2014,1403.517124,"C2",-24.937,"H16",-69.799,"H10",11.4,"C1",5.41,"C1",0.16948,"C1",0.02665,"H16",37.128,"H20",80.598,"C6",0.616,"C3",-24.33,"C6",0.55,"C3",-24.396,"C1",13.104,"C1",0.433
"DJ699","C7H14","cis-1,3-DIMETHYLCYCLOPENTANE",98.168,363.92,551,34.45,360,0.2727,0.271,0.274,0.2015,1403.062421,"C3",-24.938,"H16",-69.799,"H12",11.4,"C3",5.41,"C3",0.16948,"C3",0.02665,"H16",37.128,"H17",80.598,"C14",0.616,"C4",-24.33,"C14",0.55,"C4",-24.396,"C3",13.104,"C3",0.433
"DJ696","C7H14","1,1-DIMETYLCYCLOPENTANE",96.188,361,547,34.45,360,0.2727,0.273,0.272,0.0675,1382.377437,"C1",-24.931,"H20",-69.718,"H8",11.38,"C1",5.41,"C1",0.16964,"C1",0.02669,"H17",37.107,"H20",80.508,"C6",0.617,"C1",-24.328,"C6",0.551,"C1",-24.393,"C1",13.165,"C1",0.435
"DJ627","C6H15NO","6-AMINOHEXANOL",117.191,508,681,34.4,436,0.2688,0.265,0.97,1.379,1583.386959,"O1",-29.046,"H23",-106.593,"H14",15.95,"O1",6.79,"O1",0.12681,"O1",0.01528,"H23",49.338,"H23",120.82,"N2",1.009,"O1",-28.093,"N2",0.941,"O1",-28.165,"H23",22.506,"C8",0.365
"DJ394","C5H9NO","n-BUTYL ISOCYANATE",99.133,388.15,568,34.4,360,0.2754,0.262,0.415,3.3534,1234.694395,"O1",-28.616,"H13",-107.36,"H14",17.87,"O1",7.13,"C7",0.12025,"C7",0.01366,"H13",36.221,"H16",124.604,"N2",1.369,"O1",-27.386,"N2",1.275,"O1",-27.482,"C7",21.742,"C7",0.926
"DJ68","C2HF5","PENTAFLUOROETHANE",120.022,225.15,342,34.4,216,0.5557,0.261,0.259,1.6553,742.7222569,"F6",-62.364,"H3",-278.118,"H3",47.58,"F4",17.4,"F6",0.05246,"F4",0.00256,"H3",34.006,"H3",325.107,"F4",4.007,"F4",-58.36,"F4",3.834,"F4",-58.533,"C1",34.26,"C1",2.327
"DJ788","C8H12","VINYLCYCLOHEXENE",108.183,401,599,34.3,379,0.2854,0.261,0.329,0.7753,1451.339234,"C1",-26.262,"H19",-75.539,"H9",12.2,"C1",5.66,"C1",0.16399,"C1",0.02515,"H19",37.99,"H19",87.126,"C8",0.619,"C5",-25.66,"C8",0.568,"C5",-25.71,"C1",15.645,"C1",0.696
"DJ445","C5H12O","METHYL tert-BUTYL ETHER",86.15,326.35,497.1,34.3,329,0.2679,0.273,0.267,1.3847,1225.798139,"O1",-25.273,"H10",-94.688,"H12",15.78,"O1",6.32,"O1",0.12973,"O1",0.01654,"H18",35.991,"H10",109.857,"O1",1.104,"O1",-24.17,"O1",1.013,"O1",-24.261,"C2",9.065,"O1",0.09
"DJ775","C8H100","PHENETOLE",122.167,443.15,647.15,34.25,390,0.3132,0.248,0.415,1.4171,1482.891341,"O1",-28.131,"H13",-102.579,"H14",16.44,"O1",6.62,"O1",0.12991,"O1",0.01616,"H13",38.869,"H13",118.36,"O1",0.946,"O1",-27.185,"O1",0.878,"O1",-27.253,"C2",16.177,"C2",0.534
"DJ789","CBH12O4","1,4-CYCLOHEXANEDICARBOXYLIC, ACIO",172.181,669,889,34.2,464,0.3711,0.215,1.036,3.2587,1723.403271,"O1",-42.285,"H23",-150.523,"H22",21.65,"O1",9.49,"O2",0.09759,"C12",0.00917,"H23",54.172,"H23",170.003,"O3",1.15,"O3",-41.136,"O3",1.08,"O3",-41.206,"H23",40.398,"C12",2.356
"DJ53","C2CI3F3","1,1,2-TRICHLOROTRIFLUOROETHANE",187.375,320.75,487.25,34.15,325.3,0.576,0.274,0.255,0.946,1208.129655,"Cl3",-184.258,"C7",-546.106,"C7",126,"Cl1",57.38,"Cl1",0.0156,"Cl1",0.00023,"C8",19.033,"C7",665.849,"F5",20.668,"Cl3",-167.531,"F5",20.536,"Cl3",-167.716,"C8",56.438,"C8",3.158
"DJ581","C6H12O2","2-ETHYL BUTYRIC ACID",116.16,466.95,655,34.1,389,0.2986,0.244,0.633,1.6101,1426.559307,"O2",-33.068,"H20",-124.04,"H14",18.57,"O1",7.93,"O1",0.11032,"O1",0.01149,"H20",49.656,"H20",140.678,"O2",1.219,"O2",-31.849,"O2",1.131,"O2",-31.937,"H20",25.44,"C8",0.825
"DJ531","C6H10O","MESITYL OXIDE",98.145,402.95,600,34.1,355,0.2765,0.243,0.327,3.0016,1289.51892,"O1",-26.463,"H12",-100.087,"H13",16.47,"O1",6.53,"O1",0.12806,"O1",0.01586,"H12",36.84,"H12",115.904,"O1",1.095,"O1",-25.368,"O1",1.015,"O1",-25.448,"C6",13.685,"C6",0.303
"DJ444","C5H120","METHYL sec-BUTYL ETHER",88.15,332.15,498,34.1,329,0.2679,0.271,0.306,1.2907,1243.028035,"O1",-25.282,"H13",-94.854,"H14",15.8,"O1",6.32,"O1",0.12968,"O1",0.01653,"H17",36,"H13",110.023,"O1",1.106,"O1",-24.176,"O1",1.013,"O1",-24.269,"C2",9.076,"O1",0.09
"DJ446","CSH120","METHYL ISOBUTYL ETHER",86.15,331.7,497,34.1,329,0.2679,0.272,0.31,1.1819,1249.579828,"O1",-25.274,"H12",-94.886,"H11",15.81,"O1",6.32,"O1",0.12971,"O1",0.01653,"H16",36.007,"H12",110.053,"O1",1.107,"O1",-24.167,"O1",1.014,"O1",-24.26,"C6",9.069,"O1",0.09
"DJ655","C7H6N2Q4","3,4-DINITROTOLUENE",182.136,610,842,34,487,0.374,0.237,0.737,7.8123,1650.889626,"O1",-44.383,"H16",-159.827,"H19",24.6,"O1",9.84,"O1",0.09481,"O1",0.0085,"H16",42.423,"H16",183.671,"O2",1.137,"O1",-43.248,"O2",1.083,"O1",-43.302,"C9",29.892,"N5",1.892
"DJ652","C7H6N2O4","2,4-DINITROTOLUENE",182.136,590,814,34,487,0.374,0.245,0.718,5.1966,1635.197238,"O1",-44.38,"H14",-160.591,"H19",24.58,"O1",9.85,"O1",0.09476,"O1",0.00849,"H14",43.208,"H14",184.311,"O2",1.141,"O1",-43.24,"O2",1.086,"O1",-43.295,"C10",29.548,"N6",1.875
"DJ653","C7H6N2O4","2,5-DINITROTOLUENE",182.136,590,814,34,472,0.3859,0.237,0.74,0.9809,1635.710511,"O2",-44.377,"H16",-159.946,"H19",24.58,"O3",9.84,"O1",0.09476,"O1",0.00849,"H16",42.609,"H16",183.75,"O1",1.139,"O2",-43.238,"O1",1.087,"O2",-43.29,"C8",29.444,"N6",1.881
"DJ656","C7H6N2O4","3,5-DINITROTOLUENE",182.136,588,814,34,473,0.3851,0.238,0.702,5.2181,1646.830158,"O3",-44.362,"H16",-160.611,"H18",24.55,"O3",9.83,"O3",0.09487,"O1",0.00851,"H16",43.342,"H16",184.294,"O1",1.136,"O3",-43.227,"O1",1.082,"O3",-43.281,"C8",29.517,"N5",1.882
"DJ952","C10H7CI","1-CHLORONAPHTHALENE",162.618,532.45,785,34,434,0.3747,0.226,0.383,1.8521,1667.879041,"Cl1",-21.289,"H15",-679.511,"H12",105.91,"Cl1",5.38,"Cl1",0.13782,"Cl1",0.01867,"H15",41.173,"H15",784.748,"C7",6.332,"Cl1",-20.31,"C7",6.286,"Cl1",-20.387,"C4",12.913,"C4",0.181
"DJ597","C6H14O","2-HEXANOL",102.177,413.04,586.2,34,380,0.2689,0.265,0.566,1.891,1433.085847,"O1",-26.221,"H21",-100.66,"H9",15.28,"O1",6.29,"O1",0.13261,"O1",0.01715,"H21",47.63,"H21",114.307,"O1",0.974,"O1",-25.247,"O1",0.889,"O1",-25.332,"H21",17.997,"C4",0.138
"DJ598","C6H14O","2-METHYL-1-PENTANOL",102.177,421.15,582,34,380,0.2689,0.267,0.726,1.9435,1421.212335,"O1",-26.224,"H21",-100.622,"H15",15.28,"O1",6.29,"O1",0.13259,"O1",0.01715,"H21",47.653,"H21",114.258,"O1",0.974,"O1",-25.249,"O1",0.889,"O1",-25.334,"H21",18.045,"C5",0.135
"DJ595","C6H14O","2-ETHYL-1-BUTANOL",102.177,419.65,580,34,380,0.2689,0.268,0.714,1.8631,1399.277876,"O1",-26.228,"H21",-100.572,"H15",15.26,"O1",6.3,"O1",0.13253,"O1",0.01713,"H21",47.645,"H21",114.203,"O1",0.976,"O1",-25.252,"O1",0.891,"O1",-25.337,"H21",17.935,"C5",0.133
"DJ399","C5H10","2-METHYL-2-BUTENE",70.134,311.71,471,34,292,0.2402,0.254,0.277,0.2022,1091.282724,"C1",-22.457,"H10",-66.491,"H8",11.46,"C3",5.28,"C5",0.16761,"C5",0.0255,"H14",33.311,"H10",77.352,"C2",0.776,"C2",-21.685,"C2",0.705,"C2",-21.755,"C5",8.071,"C5",0.08
"DJ398","C5H10","2-METHYL-1-BUTENE",70.134,304.3,465,34,292,0.2402,0.257,0.229,0.5755,1096.483903,"C2",-22.446,"H14",-66.551,"H8",11.45,"C1",5.27,"C1",0.16803,"C1",0.02561,"H14",33.376,"H14",77.41,"C5",0.786,"C2",-21.672,"C5",0.712,"C2",-21.746,"C1",8.179,"C1",0.085
"DJ701","C7H14","ETHYLCYCLOPENTANE",98.188,376.62,569.52,33.98,374.5,0.2622,0.269,0.272,0.0594,1396.693479,"C1",-24.942,"H21",-69.809,"H12",11.4,"C1",5.42,"C1",0.16937,"C1",0.02661,"H21",37.141,"H21",80.605,"C7",0.616,"C1",-24.333,"C7",0.549,"C1",-24.4,"C1",13.067,"C1",0.43
"DJ428","CSH11CI","2-CHLORO-2-METHYLBUTANE",106.595,358.76,548.97,33.96,353.5,0.3016,0.263,0.233,2.4415,1318.047992,"Cl1",-16.596,"H15",-772.3,"H11",127.18,"Cl1",4.6,"Cl1",0.14277,"Cl1",0.01979,"H10",36.884,"H15",898.888,"C6",9.053,"Cl1",-15.472,"C6",8.973,"Cl1",-15.606,"C2",12.697,"Cl1",0.266
"DJ1492","N2","NITROGEN",28.013,77.35,126.1,33.94,90.1,0.3109,0.292,0.04,0,329.3634326,"N1",-20.155,"N1",-20.155,"N1",7.8,"N1",7.8,"N1",0.09404,"N1",0.0081,"N1",4.745,"N1",21.951,"N1",3.709,"N1",-16.446,"N1",3.376,"N1",-16.778,"N1",1.166,"N1",6.109
"DJ49","C2Br2F4","1,2-DIBROMOTETRAFLUOROETHANE",259.824,320.41,487.8,33.93,341,0.7619,0.285,0.25,0,1710.379967,"Br7",-592.045,"C2",-4055.908,"C2",905.95,"Br7",219.87,"Br7",0.00399,"Br7",2E-05,"C1",19.78,"C2",4960.62,"Cl3",123.576,"Br7",-502.364,"Cl3",123.442,"Br7",-502.564,"Cl3",62.869,"Br7",19.92
"DJ464","C6H3N306","1,3,5-TRINITROBENZENE",213.106,746,1005,33.9,520,0.4098,0.211,0.808,0.0006,1686.217727,"O1",-50.757,"H17",-188.206,"H16",28.12,"O1",11.1,"O1",0.08546,"O1",0.00697,"H17",44.555,"H17",215.684,"O1",1.222,"O1",-49.535,"O1",1.167,"O1",-49.59,"C11",38.598,"N7",2.942
"DJ421","C5H10O3","DIETHYL CARBONATE",118.133,399.95,576,33.9,356,0.3318,0.252,0.485,0.6575,1346.396584,"O1",-37.925,"H14",-134.089,"H13",21.79,"O1",9.24,"C8",0.10125,"C8",0.00978,"H9",37.964,"H14",155.268,"O3",1.49,"O3",-36.441,"O3",1.394,"O3",-36.537,"C8",31.569,"C8",1.882
"DJ646","C7H5F3","BENZOTRIFLUORIDE",146.112,375.2,565,33.9,356,0.4104,0.257,0.282,3.0468,1291.385869,"F1",-48.613,"H11",-189.571,"H13",30.38,"F1",11.88,"F3",0.07545,"F1",0.00535,"H11",38.899,"H11",219.287,"F1",1.876,"F1",-46.738,"F1",1.788,"F1",-46.825,"C7",30.172,"C7",1.709
"DJ432","C5H12","ISOPENTANE",72.15,300.99,460.43,33.81,306.6,0.2359,0.27,0.228,0.1452,1144.771919,"C1",-22.269,"H15",-63.875,"H9",10.9,"C1",5.13,"C1",0.17247,"C1",0.02699,"H15",33.983,"H15",74.175,"C3",0.729,"C3",-21.542,"C3",0.646,"C3",-21.625,"C1",8.2,"C1",0.075
"DJ454","C5H12S","BUTYL-METHYL-SULFIDE",104.21,396.58,591,33.8,369.5,0.282,0.266,0.332,1.8941,1401.664954,"S1",-17.009,"H17",-639.468,"H15",104.52,"S1",4.63,"S1",0.14603,"S1",0.02149,"H17",37.503,"H17",743.228,"C6",7.384,"S1",-15.958,"C6",7.319,"S1",-16.063,"C3",11.139,"S1",0.164
"DJ455","C5H12S","ETHYL-PROPYL-SULFIDE",104.21,391.65,584,33.8,369.5,0.282,0.268,0.329,1.7351,1409.335017,"S1",-17.012,"H17",-637.789,"H13",104.61,"S1",4.64,"S1",0.14599,"S1",0.02148,"H11",37.168,"H17",741.815,"C3",7.338,"S1",-15.958,"C3",7.273,"S1",-16.063,"C2",11.187,"S1",0.165
"DJ1609","Si3H8","TRISILANE",92.32,326.25,525.15,33.7,354.9,0.2601,0.274,0.07,0.0639,1305.5319,"Si1",-122.757,"H5",-1121.202,"H4",217.68,"Si2",37,"Si2",0.02369,"Si2",0.00052,"H4",26.373,"H5",1339.059,"H7",14.249,"Si1",-111.99,"H7",14.208,"Si1",-112.153,"Si3",17.776,"H4",0.063
"DJ447","C5H12O","ETHYL PROPYL ETHER",88.15,337.01,500.23,33.7,339,0.26,0.275,0.346,1.152,1264.117047,"O1",-25.275,"H17",-94.912,"H13",15.81,"O1",6.32,"O1",0.12975,"O1",0.01654,"H17",35.82,"H17",110.114,"O1",1.105,"O1",-24.17,"O1",1.012,"O1",-24.263,"C4",9.129,"O1",0.088
"DJ434","C5H12","n-PENTANE",72.15,309.22,469.65,33.69,312.3,0.231,0.269,0.249,0.4229,1110.817654,"C4",-22.452,"H14",-66.647,"H10",11.47,"C1",5.27,"C1",0.16809,"C1",0.02563,"H14",33.493,"H15",77.501,"C5",0.787,"C4",-21.671,"C5",0.71,"C4",-21.748,"C1",8.205,"C1",0.086
"DJ427","CSH11CI","1-CHLORO-3-METHYLBUTANE",106.595,371.66,568.87,33.63,358.5,0.2973,0.259,0.293,2.5703,1334.349106,"Cl1",-16.594,"H16",-773.45,"H10",127.33,"Cl1",4.6,"Cl1",0.14287,"Cl1",0.01981,"H16",37.161,"H16",899.655,"C4",9.059,"Cl1",-15.476,"C5",8.98,"Cl1",-15.609,"C6",12.611,"Cl1",0.262
"DJ411","CSH10O2","ETHYL PROPIONATE",102.133,372.25,546,33.62,345,0.296,0.256,0.394,2.019,1257.553478,"O2",-32.669,"H8",-118.348,"H13",19.53,"O1",8.14,"O1",0.10654,"O1",0.01069,"H11",36.705,"H8",137.236,"O2",1.405,"O2",-31.264,"O2",1.308,"O2",-31.361,"C5",18.538,"C5",0.672
"DJ875","C9H10","p-METHYLSTYRENE",116.178,445.93,666,33.6,431,0.2742,0.262,0.318,0.6837,1523.020491,"C2",-27.477,"H18",-80.908,"H14",12.99,"C1",5.89,"C1",0.15883,"C1",0.02374,"H18",38.461,"H18",93.281,"C9",0.622,"C1",-26.866,"C9",0.575,"C2",-26.912,"C1",18.04,"C1",0.968
"DJ872","C9H10","alpha-METHYLSTYRENE",118.178,438.65,654,33.6,423,0.2794,0.261,0.327,0.3473,1511.4464,"C1",-27.483,"H19",-80.915,"H14",13,"C1",5.89,"C7",0.15876,"C7",0.02373,"H10",38.449,"H18",93.305,"C9",0.624,"C1",-26.869,"C9",0.574,"C1",-26.918,"C7",18.059,"C7",0.971
"DJ426","C5H11CI","1-CHLOROPENTANE",106.595,381.54,568,33.6,352,0.3028,0.25,0.334,2.3107,1349.620181,"Cl1",-16.605,"H13",-774.431,"H16",127.43,"Cl1",4.6,"Cl1",0.14283,"Cl1",0.01981,"H14",37.19,"H13",900.805,"C6",9.048,"Cl1",-15.484,"C6",8.967,"Cl1",-15.62,"C5",12.64,"Cl1",0.26
"DJ414","C5H10O2","n-PROPYL ACETATE",102.133,374.65,549.4,33.6,345,0.296,0.254,0.394,2.2642,1262.248065,"O2",-32.655,"H16",-118.708,"H12",19.54,"O1",8.13,"O1",0.10659,"O1",0.0107,"H17",36.848,"H16",137.612,"O2",1.404,"O2",-31.251,"O2",1.306,"O2",-31.349,"C6",18.643,"C6",0.68
"DJ582","C6H12Q2","n-HEXANCIC ACID",116.16,478.85,667,33.5,389,0.2986,0.235,0.67,1.5791,1448.146307,"O2",-33.077,"H20",-124.259,"H19",18.61,"O1",7.94,"O1",0.11031,"O1",0.01148,"H20",49.753,"H20",140.907,"O2",1.218,"O2",-31.859,"O2",1.129,"O2",-31.948,"H20",25.91,"C8",0.842
"DJ525","C6H10","cis,trans-2,4-HEXADIENE",82.145,356.65,538,33.5,331,0.2482,0.248,0.275,0.3027,1234.204787,"C2",-24.022,"H12",-71.055,"H12",11.98,"C5",5.49,"C6",0.16476,"C6",0.02494,"H7",34.793,"H12",82.436,"C3",0.725,"C2",-23.297,"C3",0.665,"C2",-23.358,"C6",10.598,"C5",0.264
"DJ526","C6H10","trans,trans-2,4-HEXADIENE",82.145,355.06,535,33.5,331,0.2482,0.249,0.282,0.0009,1242.719772,"C1",-24.023,"H12",-71.049,"H7",11.98,"C5",5.49,"C5",0.16475,"C5",0.02494,"H7",34.774,"H12",82.434,"C3",0.725,"C1",-23.3,"C3",0.664,"C1",-23.361,"C5",10.605,"C5",0.265
"DJ524","C6H10","1,5-HEXADIENE",82.145,332.61,507,33.5,339,0.2423,0.269,0.232,0.4903,1241.15826,"C2",-24.022,"H13",-71.159,"H8",11.98,"C1",5.48,"C1",0.16506,"C1",0.02502,"H13",34.918,"H13",82.532,"C5",0.74,"C3",-23.293,"C5",0.67,"C3",-23.363,"C2",10.717,"C1",0.272
"DJ645","C7H5CI3","BENZOTRICHLORIDE",195.475,486.65,737,33.4,447,0.4373,0.244,0.26,2.6392,1719.231263,"Cl1",-178.011,"H11",-1399.534,"H15",220.09,"Cl3",49.96,"Cl1",0.01804,"Cl1",0.00031,"H11",40.508,"H11",1618.753,"C10",11.768,"Cl1",-166.68,"C10",11.71,"Cl1",-166.795,"C7",45.614,"C7",2.823
"DJ984","C10H140","p-tert-BUTYLPHENOL",150.221,512.88,734,33.4,493,0.3047,0.27,0.51,1.5107,1816.486224,"O1",-29.147,"H25",-106.19,"H12",15.47,"O1",6.49,"O1",0.13507,"O1",0.01747,"H25",52.601,"H25",119.869,"O1",0.766,"O1",-28.381,"O1",0.711,"O1",-28.437,"H25",31.953,"C11",0.8
"DJ57","C2CI6","HEXACHLOROETHANE",236.738,460,698,33.4,412,0.5746,0.237,0.221,0,1604.609727,"Cl3",-266.005,"C1",-852.218,"C1",195.69,"Cl3",80.08,"Cl3",0.01164,"Cl3",0.00013,"C1",18.493,"C1",1042.623,"C1",24.183,"Cl3",-244.479,"C1",24.107,"Cl3",-244.636,"C1",59.607,"Cl3",3.673
"DJ367","CSH7NO2","ETHYLCYANOACETATE",113.116,479.15,679,33.4,358,0.316,0.212,0.673,6.0252,1271.236759,"O1",-34.924,"H14",-131.47,"H11",21.48,"O1",8.66,"O1",0.10234,"C6",0.00991,"H15",37.616,"H14",152.218,"N3",1.552,"O2",-33.455,"N3",1.457,"O2",-33.556,"C6",24.743,"C6",1.351
"DJ536","C6H10O3","PROPIONIC ANHYDRIDE",130.144,442.15,618,33.4,396,0.3286,0.257,0.618,3.9054,1462.410371,"O1",-38.209,"H10",-134.046,"H14",21.45,"O1",9.11,"O1",0.09908,"C6",0.00928,"H10",39,"H10",154.838,"O2",1.352,"O2",-36.859,"O2",1.267,"O2",-36.944,"C7",26.745,"C6",1.461
"DJ890","C9H12O2","CUMENE HYDROPEROXIDE",152.193,442.7,605,33.4,419,0.3632,0.278,0.995,1.8609,1725.883527,"O1",-34.522,"H23",-124.157,"H13",18.2,"O1",7.67,"O1",0.11622,"O1",0.01274,"H23",52.021,"H23",140.404,"O2",0.901,"O1",-33.626,"O2",0.841,"O1",-33.686,"H23",32.282,"C3",0.855
"DJ55","C2CI4F2","1,1,2,2-TETRACHLOROOIFLUOROETHANE",203.83,366,551,33.4,351,0.5807,0.264,0.291,0.7823,1346.06245,"Cl3",-214.791,"C2",-646.337,"C1",147.76,"Cl3",66.08,"Cl3",0.01381,"Cl3",0.00018,"C1",18.563,"C2",787.934,"F7",23.29,"Cl4",-196.077,"F7",23.165,"Cl4",-196.252,"C1",57.194,"C1",2.918
"DJ752","C8H4CI2O2","ISOPHTHALOYL CHLORIDE",203.024,549,768,33.3,471,0.431,0.246,0.646,4.6526,1766.882983,"Cl1",-140.772,"H13",-1011.362,"H16",155.28,"Cl1",38.47,"Cl1",0.02259,"Cl1",0.00051,"H13",42.647,"H13",1165.541,"O3",10.152,"Cl1",-132.607,"O3",10.083,"Cl1",-132.71,"C12",41.599,"Cl1",13.071
"DJ639","C7H3CI2NO","3,4-DICHLOROPHENYL ISOCYANATE",188.012,501,733,33.3,456,0.4123,0.249,0.335,1.0877,1632.628034,"Cl2",-139.674,"H12",-1055.719,"H13",165.32,"Cl1",39.24,"Cl1",0.02207,"Cl1",0.00049,"H12",40.828,"H12",1220.268,"N4",11.794,"Cl2",-130.737,"N4",11.724,"Cl2",-130.846,"C11",55.386,"Cl1",13.075
"DJ891","C9H14O","ISOPHORONE",138.21,488.35,715,33.3,456,0.3031,0.255,0.4,4.5896,1699.353104,"O1",-28.461,"H21",-98.653,"H17",15.39,"O1",6.43,"O1",0.13499,"O1",0.01748,"H21",41.013,"H21",113.388,"O1",0.807,"O1",-27.654,"O1",0.746,"O1",-27.715,"C8",21.202,"C8",0.835
"DJ785","C8H11N","2,4,6-TRIMETHYLPYRIDINE",121.182,444,653,33.3,417,0.2906,0.256,0.376,2.0748,1532.951153,"N1",-26.903,"H16",-86.883,"H17",13.89,"N1",6.16,"C3",0.1491,"C3",0.02101,"H16",38.883,"H16",100.146,"N1",0.808,"N1",-26.095,"N1",0.742,"N1",-26.161,"C3",20.361,"C3",1.076
"DJ1280","C18H14","p-TERPHENYL",230.309,649.15,925.95,33.24,762.6,0.302,0.329,0.528,0.0002,2609.946766,"C1",-32.955,"H19",-93.953,"H19",13.73,"C1",6.24,"C1",0.15494,"C1",0.02326,"H19",46.399,"H19",107.068,"C9",0.396,"C1",-32.561,"C5",0.367,"C1",-32.59,"C1",40.38,"C1",3.013
"DJ568","C6H12O","2-HEXANONE",100.161,400.85,587.06,33.24,369,0.2714,0.251,0.397,3.0184,1368.718068,"O1",-26.307,"H19",-97.047,"H14",15.84,"O1",6.4,"O1",0.13049,"O1",0.01654,"H19",37.415,"H19",112.246,"O1",1.03,"O1",-25.277,"O1",0.947,"O1",-25.361,"C6",13.482,"C6",0.266
"DJ613","C6H14O4","TRIETHYLENE GLYCOL",150.175,551,700,33.2,443,0.339,0.253,1.386,2.3963,1722.332892,"O1",-41.886,"H24",-148.25,"H15",21.75,"O1",9.6,"O1",0.09575,"O1",0.00863,"H24",51.63,"H24",167.926,"O1",1.244,"O1",-40.643,"O1",1.171,"O1",-40.715,"H24",31.566,"C6",1.054
"DJ569","C6H12O","3-HEXANONE",100.161,396.66,582.82,33.2,364,0.2752,0.249,0.376,2.8188,1361.978372,"O1",-26.313,"H19",-96.741,"H15",15.85,"O1",6.4,"O1",0.13046,"O1",0.01653,"H19",37.115,"H19",111.959,"O1",1.03,"O1",-25.283,"O1",0.947,"O1",-25.366,"C4",13.422,"C4",0.263
"DJ567","C6H12O","ETHYL ISOPROPYL KETONE",100.161,386.55,567,33.2,369,0.2714,0.26,0.391,2.9509,1345.883171,"O1",-26.303,"H17",-96.676,"H16",15.83,"O1",6.4,"O1",0.13049,"O1",0.01654,"H17",37.147,"H17",111.875,"O1",1.029,"O1",-25.274,"O1",0.948,"O1",-25.356,"C3",13.36,"C3",0.259
"DJ690","C7H12","1-HEPTYNE",96.172,372.86,559.69,32.95,389.5,0.2469,0.276,0.293,0.9249,1438.519479,"C4",-25.109,"H19",-73.73,"H17",11.91,"C4",5.51,"C4",0.16655,"C4",0.02573,"H19",38.47,"H19",84.922,"C6",0.683,"C1",-24.474,"C6",0.617,"C1",-24.537,"C4",13.35,"C4",0.483
"DJ1119","C12H11N","p-AMINODIPHENYL",169.226,575,817,32.9,539,0.314,0.261,0.545,1.8746,1944.487155,"N1",-29.587,"H23",-96.946,"H18",14.42,"N1",6.33,"N1",0.14746,"C8",0.02082,"H23",48.148,"H24",110.089,"N1",0.646,"N1",-28.941,"N1",0.601,"N1",-28.986,"C8",30.378,"C8",2.07
"DJ632","C6H16N2","HEXAMETHYLENEDIAMINE",116.207,475.04,663,32.9,475,0.2446,0.284,0.65,2.5278,1641.03056,"N1",-27.994,"H22",-88.265,"H9",13.61,"N1",6.35,"N2",0.14237,"C8",0.019,"H22",44.181,"H22",100.738,"N1",0.805,"N1",-27.188,"N1",0.742,"N1",-27.252,"C8",16.328,"C8",0.607
"DJ873","C9H10","n-METHYLSTYRENE",118.176,444.75,657,32.9,407,0.2904,0.245,0.349,0.554,1522.840634,"C1",-27.478,"H18",-80.951,"H14",13,"C1",5.89,"C1",0.15886,"C1",0.02375,"H18",38.471,"H18",93.328,"C9",0.622,"C1",-26.866,"C9",0.574,"C2",-26.913,"C1",18.065,"C1",0.971
"DJ549","C6H12","trans-3-METHYL-2-PENTENE",84.161,343.6,521,32.9,350,0.2405,0.27,0.207,0.1821,1276.833687,"C1",-23.818,"H13",-68.514,"H7",11.44,"C1",5.35,"C1",0.16891,"C1",0.02621,"H13",35.48,"H13",79.354,"C5",0.681,"C2",-23.142,"C5",0.62,"C2",-23.203,"C1",10.653,"C1",0.249
