"ID","FORMULA","NAME","MW(g/mol)","TB(K)","Tc(K)","Pc(bar)","Vc(cm3/mol)","RHOC(g/cm3)","Zc","OMEGA","Dipole Moment","molecular volume","atom","Optimum_Chemical_Potential_Max","atom1","Optimum_Chemical_Potential_Min","atom2","Theta_Inverse_Max","atom3","Theta_Inverse_Min","atom4","Intensive_Atomic_softness_Max","atom5","Intensive_Atomic_Hypersoftness_Max","atom6","Intensive_Heat_Capacity_Max","atom7","Intensive_Entropy_Max","atom8","ODD_at_HOMO_Max","atom9","OAD_at_HOMO_Max","atom10","ODD_at_LUMO_Max","atom11","OAD_at_LUMO_Max","atom12","electrophilicity_intensive_MAX","atom13","thermophilicity_intensive_MAX"
"DJ559","C6H12","3-METHYL-cis-2-PENTENE",84.161,340.85,515,32.9,343,0.2454,0.264,0.259,0.2188,1278.23123,"C2",-23.816,"H16",-68.478,"H9",11.44,"C1",5.36,"C1",0.16882,"C1",0.02618,"H17",35.45,"H16",79.317,"C5",0.681,"C2",-23.14,"C5",0.62,"C2",-23.201,"C1",10.617,"C1",0.246
"DJ558","C6H12","3-METHYL-1-PENTENE",84.161,327.33,495,32.9,343.3,0.2452,0.274,0.264,0.3484,1289.172675,"C1",-23.805,"H17",-68.569,"H10",11.44,"C1",5.34,"C1",0.16916,"C1",0.02628,"H17",35.632,"H18",79.396,"C6",0.691,"C5",-23.126,"C6",0.624,"C5",-23.193,"C1",10.724,"C1",0.253
"DJ547","C6H12","3,3-DIMETHYL-1-BUTENE",84.161,314.4,480,32.9,333,0.2527,0.275,0.226,0.3665,1275.180201,"C1",-23.795,"H17",-68.486,"H7",11.43,"C1",5.34,"C1",0.16939,"C1",0.02635,"H17",35.628,"H17",79.294,"C6",0.692,"C5",-23.114,"C6",0.625,"C5",-23.181,"C1",10.788,"C1",0.256
"DJ570","C6H12O","METHYL ISOBUTYL KETONE",100.161,389.65,571.4,32.73,369,0.2714,0.254,0.389,2.8339,1355.930956,"O1",-26.303,"H18",-96.957,"H12",15.85,"O1",6.4,"O1",0.13048,"O1",0.01654,"H18",37.405,"H18",112.144,"O1",1.031,"O1",-25.272,"O1",0.948,"O1",-25.355,"C6",13.452,"C6",0.263
"DJ460","C6F6","HEXAFLUOROBENZENE",186.056,353.41,516.73,32.73,335,0.5554,0.255,0.395,0,1184.750878,"F1",-64.862,"C7",-90.357,"C7",19.57,"F1",15.78,"F1",0.05933,"F1",0.00333,"C9",18.758,"C11",103.203,"F1",2.434,"F1",-62.428,"F1",2.346,"F1",-62.515,"C9",33.706,"C9",2.077
"DJ878","C9H10O3","ETHYL VANILLIN",166.177,567,748,32.7,467,0.3558,0.246,1.073,3.3738,1756.304249,"O1",-38.987,"H22",-141.247,"H18",20.59,"O1",8.8,"O1",0.10396,"O1",0.01019,"H22",52.851,"H22",159.707,"O3",1.08,"O1",-37.91,"O3",1.026,"O1",-37.963,"H22",37.869,"C12",1.644
"DJ347","C4H11NO2","DIETHANOLAMINE",105.137,542.04,715,32.7,349,0.3013,0.192,1.046,2.6345,1283.663986,"O1",-34.242,"H17",-130.295,"H10",20.05,"O1",8.47,"O2",0.10374,"O1",0.01007,"H17",46.988,"H17",148.348,"N3",1.464,"O1",-32.839,"N3",1.385,"O1",-32.923,"H17",21.801,"C7",0.392
"DJ535","C6H10O3","ETHYLACETOACETATE",130.144,453.95,643,32.7,391,0.3328,0.239,0.561,3.5219,1468.423115,"O1",-38.235,"H10",-134.452,"H14",21.45,"O1",9.11,"O1",0.09904,"C6",0.00936,"H10",39.296,"H10",155.224,"O2",1.355,"O2",-36.888,"O2",1.274,"O2",-36.97,"C6",27.515,"C6",1.527
"DJ456","C5H12S","2-METHYL-2-BUTANETHIOL",104.21,372.28,566,32.7,358.5,0.2907,0.288,0.243,1.8413,1374.985731,"S1",-16.998,"H14",-635.389,"H18",104.95,"S1",4.63,"S1",0.14598,"S1",0.02147,"H10",37.179,"H14",738.984,"C2",7.258,"S1",-15.939,"C2",7.191,"S1",-16.048,"C3",11.045,"S1",0.167
"DJ52","C2CI2F4","1,2-OICHLOROTETRAFLUOROETHANE",170.921,276.92,418.85,32.63,293.7,0.582,0.275,0.252,0.8195,1068.825431,"Cl3",-144.932,"C1",-435.753,"C1",99.1,"Cl3",45.73,"Cl3",0.01889,"Cl3",0.00035,"C1",18.591,"C1",527.712,"F6",17.599,"Cl3",-131.174,"F6",17.453,"Cl3",-131.377,"C2",40.505,"Cl3",13.883
"DJ1115","C12H9N","DIBENZOPYRROLE",167.21,627.86,899,32.6,482,0.3469,0.21,0.494,1.6357,1820.227015,"N1",-29.779,"H14",-99.545,"H17",14.83,"N1",6.46,"C4",0.14497,"C4",0.02015,"H14",48.484,"H14",112.99,"N1",0.695,"N1",-29.084,"N1",0.649,"N1",-29.131,"C4",30.313,"C4",2.105
"DJ540","C6H10O4","ETHYLIDENE DIACETATE",146.143,442.15,635,32.6,406,0.36,0.251,0.478,3.2627,1545.981434,"O2",-42.206,"H19",-146.912,"H12",23.11,"O1",9.88,"O2",0.09304,"C8",0.0083,"H11",40.942,"H19",169.397,"O4",1.387,"O1",-40.832,"O4",1.305,"O1",-40.914,"C8",32.868,"C8",2.054
"DJ393","C5H9N","VALÉRONITRILE",83.133,414.45,603,32.6,331,0.2512,0.215,0.415,4.4353,1173.276388,"N1",-24.051,"H11",-82.329,"H13",13.91,"N1",5.99,"C6",0.14897,"C6",0.02059,"H11",34.981,"H11",95.567,"N1",1.06,"N1",-22.99,"N1",0.954,"N1",-23.097,"C6",13.615,"C6",0.432
"DJ67","C2HF3O2","TRIFLUOROACETIC ACID",114.024,344.95,491.25,32.58,204,0.5589,0.163,0.524,1.9056,1210.016322,"Cl6",-181.082,"H4",-1772.637,"H4",258.92,"Cl7",57.79,"Cl7",0.01541,"Cl6",0.00022,"H4",46.798,"H4",2030.787,"O2",24.628,"Cl6",-163.3,"O2",24.507,"Cl6",-163.472,"C1",66.42,"C1",4.434
"DJ1097","C11H10","2-METHYLNAPHTHALENE",142.2,514.2,761,32.5,507,0.2806,0.26,0.346,0.4903,1690.009493,"C1",-29.206,"H13",-85.589,"H17",13.44,"C1",6.07,"C1",0.15605,"C1",0.02315,"H20",40.274,"H13",98.404,"C6",0.563,"C1",-28.648,"C4",0.522,"C1",-28.689,"C3",22.965,"C3",1.453
"DJ533","C6H10O2","ETHYL METHACRYLATE",114.144,390.15,577,32.5,375,0.3044,0.254,0.344,2.1575,1380.680014,"O1",-33.238,"H18",-119.457,"H11",19.3,"O1",8.07,"O1",0.10854,"O1",0.0111,"H18",38.358,"H18",138.066,"O2",1.284,"O2",-31.956,"O2",1.201,"O2",-32.04,"C6",21.315,"C6",0.914
"DJ534","C6H10O2","n-PROPYLACRYLATE",114.144,392.16,569,32.5,376,0.3036,0.258,0.434,1.868,1394.639867,"O1",-33.236,"H18",-119.634,"H13",19.32,"O1",8.07,"O1",0.10858,"O1",0.0111,"H18",38.392,"H18",138.264,"O2",1.287,"O2",-31.95,"O2",1.201,"O2",-32.036,"C6",21.442,"C6",0.927
"DJ999","C10H18","cis-DECAHYORONANPHTALENE",138.253,468.97,702.25,32.42,480,0.268,0.267,0.294,0,1790.840512,"C1",-27.587,"H18",-74.785,"H11",11.63,"C1",5.6,"C2",0.16812,"C1",0.02675,"H22",40.992,"H14",85.819,"C3",0.484,"C1",-27.105,"C3",0.436,"C1",-27.153,"C2",20.364,"C2",1.045
"DJ605","C6H14O2","2-BUTOXYETHANOL",118.176,444.47,600,32.4,400,0.2954,0.26,0.817,2.2622,1541.180881,"O1",-32.973,"H22",-120.062,"H17",18,"O1",7.81,"O1",0.11208,"O1",0.01187,"H22",49.101,"H22",136.249,"O1",1.138,"O1",-31.835,"O1",1.058,"O1",-31.915,"H22",22.461,"C8",0.375
"DJ887","C9H12","1,2,4-TRIMETHYLBENZENE",120.194,442.53,649.13,32.32,430,0.2795,0.258,0.379,0.4124,1570.628018,"C3",-27.271,"H19",-78.356,"H10",12.51,"C1",5.79,"C3",0.16165,"C3",0.0246,"H12",38.842,"H19",90.264,"C4",0.586,"C3",-26.69,"C4",0.537,"C3",-26.738,"C9",17.907,"C9",0.916
"DJ617","C6H14S","ISOPROPYL-SULFIDE",118.237,393.19,585.71,32.25,413.5,0.2859,0.274,0.316,1.8106,1569.916455,"S1",-18.217,"H20",-596.213,"H13",95.43,"S1",4.77,"S1",0.14674,"S1",0.02158,"H10",38.984,"H14",691.091,"C3",6.127,"S1",-17.249,"C2",6.069,"S1",-17.343,"C5",10.97,"C4",0.122
"DJ516","C6H804","DIMETHYL MALEATE",144.127,478.15,675,32.2,403,0.3576,0.231,0.562,2.7728,1474.091703,"O2",-42.509,"H12",-151.362,"H11",23.89,"O1",10.07,"C8",0.09141,"C8",0.00806,"H12",39.926,"H12",174.633,"O3",1.462,"O2",-41.06,"O3",1.386,"O2",-41.136,"C8",33.992,"C8",2.226
"DJ562","C6H12","4-METHYL-trans-2-PENTENE",84.161,331.75,501,32.2,346,0.2432,0.267,0.255,0.1401,1298.256667,"C1",-23.812,"H17",-68.51,"H9",11.45,"C1",5.34,"C1",0.16925,"C1",0.02631,"H17",35.462,"H17",79.352,"C4",0.684,"C4",-23.135,"C4",0.62,"C4",-23.199,"C1",10.779,"C1",0.257
"DJ545","C6H12","2,3-DIMETHYL-1-BUTENE",84.161,328.76,500,32.2,349,0.2411,0.27,0.227,0.5156,1276.136487,"C1",-23.8,"H17",-68.479,"H8",11.43,"C1",5.34,"C1",0.16924,"C1",0.0263,"H18",35.502,"H17",79.311,"C6",0.69,"C2",-23.122,"C6",0.626,"C2",-23.186,"C1",10.738,"C1",0.254
"DJ561","C6H12","4-METHYL-cis-2-PENTENE",84.161,329.53,499,32.2,346,0.2432,0.269,0.244,0.3349,1289.029988,"C1",-23.809,"H17",-68.499,"H10",11.45,"C1",5.34,"C1",0.16923,"C1",0.0263,"H18",35.486,"H17",79.335,"C4",0.684,"C4",-23.133,"C4",0.621,"C4",-23.197,"C1",10.758,"C1",0.255
"DJ560","C6H12","4-METHYL-1-PENTENE",84.161,327.01,496,32.2,345,0.2439,0.269,0.239,0.3885,1289.103476,"C1",-23.805,"H17",-68.579,"H12",11.45,"C1",5.34,"C1",0.16924,"C1",0.0263,"H17",35.633,"H18",79.407,"C6",0.691,"C5",-23.127,"C6",0.624,"C5",-23.194,"C1",10.755,"C1",0.255
"DJ880","C9H12","CUMENE",120.194,425.56,631.15,32.09,427.7,0.281,0.262,0.338,0.3724,1576.556418,"C1",-27.248,"H21",-78.43,"H11",12.53,"C1",5.76,"C1",0.16244,"C1",0.02483,"H21",38.967,"H21",90.32,"C5",0.588,"C1",-26.677,"C5",0.537,"C1",-26.727,"C1",18.356,"C1",0.959
"DJ1114","C12H8O","DIBENZOFURAN",168.195,557.86,837.8,32,533,0.3156,0.245,0.275,0.7998,1772.386359,"O1",-30.562,"H16",-109.405,"H14",16.83,"O1",6.77,"O1",0.13174,"O1",0.01651,"H16",42.011,"H16",125.607,"O1",0.784,"O1",-29.777,"O1",0.732,"O1",-29.829,"C4",25.784,"C4",1.392
"DJ885","C9H12","n-PROPYLBENZENE",120.194,432.39,638.38,32,440,0.2732,0.265,0.346,0.401,1591.639313,"C2",-27.26,"H21",-78.502,"H14",12.54,"C1",5.77,"C2",0.16219,"C2",0.02476,"H19",38.971,"H21",90.403,"C5",0.587,"C3",-26.681,"C5",0.536,"C3",-26.732,"C2",18.233,"C2",0.95
"DJ623","C6H15N","DISOPROPYLAMINE",101.192,357.05,523.1,32,418,0.2421,0.308,0.388,0.9708,1474.839805,"N1",-24.779,"H10",-79.554,"H16",12.52,"N1",5.74,"N1",0.1538,"C2",0.02207,"H10",42.366,"H10",90.978,"N1",0.785,"N1",-23.994,"N1",0.721,"N1",-24.058,"C2",13.737,"C2",0.408
"DJ433","C6H12","NEOPENTANE",72.15,282.65,433.78,31.99,303.6,0.2377,0.269,0.196,0,1149.999249,"C2",-22.257,"H6",-63.783,"H6",10.89,"C1",5.12,"C1",0.17272,"C1",0.02706,"H6",33.925,"H6",74.08,"C2",0.73,"C2",-21.527,"C2",0.646,"C2",-21.611,"C1",8.257,"C1",0.077
"DJ1134","C12H12N2","p-AMINODIPHENYLAMINE",184.241,627.15,867,31.9,596,0.3091,0.264,0.694,3.2216,2082.931176,"N2",-31.816,"H26",-102.431,"H20",15.07,"N2",6.72,"N2",0.13991,"C4",0.01878,"H15",49.349,"H26",116.195,"N1",0.655,"N1",-31.165,"N1",0.614,"N1",-31.207,"C7",32.616,"C7",2.205
"DJ405","CSH10CI2","1,5-DICHLOROPENTANE",141.04,453.15,663,31.9,422,0.3342,0.244,0.385,2.0949,1545.864897,"Cl1",-137.28,"H14",-1160.947,"H8",187.76,"Cl1",40.37,"Cl1",0.02132,"Cl1",0.00045,"H14",38.446,"H14",1347.506,"C3",11.239,"Cl1",-126.959,"C3",11.165,"Cl1",-127.107,"C6",28.555,"Cl1",13.028
"DJ225","C3H10Si","TRIMETHYL SILANE",74.198,279.85,432,31.9,311,0.2386,0.276,0.175,0.561,1127.113474,"Si1",-15.72,"H12",-479.925,"H5",85.32,"Si1",4.17,"Si1",0.1465,"Si1",0.0244,"H8",33.529,"H12",562.16,"C2",7.76,"Si1",-14.8,"C2",7.65,"Si1",-14.926,"C4",6.377,"Si1",3.648
"DJ1120","C12H11N","DIPHENYLAMINE",169.226,575.15,817,31.8,539,0.314,0.252,0.53,0.8,1944.701035,"N1",-29.569,"H14",-97.017,"H15",14.42,"N1",6.35,"C3",0.14753,"C3",0.02087,"H14",48.481,"H14",110.109,"N1",0.654,"N1",-28.914,"N1",0.61,"N1",-28.959,"C3",30.433,"C3",2.081
"DJ876","C9H10O2","BENZYL ACETATE",150.177,486.65,699,31.8,449,0.3345,0.246,0.47,2.3728,1691.360414,"O1",-34.563,"H20",-120.277,"H14",18.74,"O1",7.89,"O1",0.11347,"O1",0.01215,"H21",40.939,"H19",138.412,"O2",1.028,"O2",-33.544,"O2",0.959,"O2",-33.613,"C10",30.329,"C10",1.717
"DJ877","C9H10O2","ETHYL BENZOATE",150.177,486.55,698,31.8,469,0.3071,0.268,0.479,2.1572,1678.05386,"O1",-34.561,"H14",-120.288,"H18",18.75,"O1",7.9,"O1",0.11341,"O1",0.01214,"H14",41.265,"H14",138.329,"O2",1.029,"O1",-33.541,"O2",0.964,"O1",-33.606,"C7",30.215,"C7",1.702
"DJ625","C6H15N","n-HEXYLAMINE",101.192,404.65,583,31.8,418,0.2421,0.274,0.467,1.5704,1501.476908,"N1",-24.793,"H21",-79.844,"H8",12.52,"N1",5.74,"N1",0.15382,"C6",0.02204,"H21",42.601,"H21",91.275,"N1",0.788,"N1",-24.004,"N1",0.72,"N1",-24.073,"C6",13.701,"C6",0.408
"DJ1131","C12H12","2,7-DIMETHYLNAPHTHALEN",156.227,536.15,778,31.7,520,0.3004,0.265,0.42,0.1988,1879.81714,"C1",-29.735,"H15",-85.61,"H20",13.23,"C1",6.04,"C1",0.1574,"C1",0.02364,"H15",41.594,"H15",98.211,"C3",0.514,"C1",-29.226,"C9",0.477,"C1",-29.263,"C5",25.35,"C5",1.644
"DJ1130","C12H12","2,6-DIMETHYLNAPHTHALENE",156.227,535.15,777,31.7,520,0.3004,0.255,0.418,0,1879.044333,"C1",-29.736,"H15",-85.611,"H19",13.23,"C1",6.04,"C1",0.1574,"C1",0.02364,"H15",41.589,"H15",98.212,"C3",0.514,"C1",-29.226,"C9",0.477,"C1",-29.263,"C11",25.353,"C5",1.645
"DJ633","C6H18N4","TRIETHYLENE TETRAMINE",146.236,539.65,718,31.7,482,0.3034,0.256,0.974,2.1041,1930.896987,"N1",-32.756,"H26",-100.801,"H18",15.13,"N1",7.15,"N2",0.13013,"C7",0.01602,"H26",46.856,"H26",114.719,"N3",0.783,"N1",-31.973,"N3",0.73,"N1",-32.027,"C9",22.358,"C9",1.109
"DJ573","C6H12O2","sec-BUTYL ACETATE",116.16,385.15,561,31.7,389,0.2986,0.264,0.406,2.1577,1443.914765,"O1",-33.062,"H19",-115.644,"H16",18.59,"O1",7.93,"O1",0.11044,"O1",0.01151,"H20",38.639,"H19",133.595,"O2",1.216,"O2",-31.846,"O2",1.129,"O2",-31.933,"C7",21.109,"C7",0.854
"DJ574","C6H12O2","tert-BUTYL ACETATE",116.16,369.15,545,31.7,389,0.2986,0.272,0.343,2.0866,1425.289396,"O2",-33.062,"H19",-115.486,"H9",18.56,"O1",7.93,"O1",0.11041,"O1",0.0115,"H11",38.641,"H19",133.419,"O2",1.216,"O2",-31.847,"O2",1.131,"O2",-31.932,"C7",21.127,"C7",0.851
"DJ553","C6H12","cis-3-HEXENE",84.161,339.6,509,31.7,351,0.2398,0.263,0.279,0.2961,1295.451223,"C2",-23.817,"H15",-68.483,"H13",11.45,"C1",5.35,"C1",0.16894,"C1",0.02622,"H11",35.414,"H15",79.336,"C3",0.683,"C3",-23.14,"C3",0.62,"C3",-23.204,"C2",10.667,"C1",0.251
"DJ554","C6H12","trans-3-HEXENE",84.161,340.24,509,31.7,351,0.2398,0.263,0.285,0.0086,1304.953938,"C1",-23.82,"H11",-68.525,"H13",11.46,"C1",5.35,"C1",0.16897,"C1",0.02623,"H11",35.394,"H11",79.383,"C3",0.683,"C3",-23.141,"C3",0.619,"C3",-23.205,"C2",10.686,"C1",0.252
"DJ619","C6H14S","PROPYL-SULFIDE",118.237,416,609.73,31.67,425.5,0.2779,0.266,0.376,1.6648,1603.082079,"S1",-18.225,"H10",-596.527,"H17",95.62,"S1",4.76,"S1",0.14683,"S1",0.02161,"H8",38.975,"H16",691.501,"C2",6.171,"S1",-17.262,"C2",6.113,"S1",-17.355,"C4",11.19,"C4",0.132
"DJ618","C6H14S","METHYL-PENTYL-SULFIDE",118.237,401.16,587.98,31.67,425.5,0.2779,0.276,0.376,4.3966,1494.746012,"S1",-25.76,"H10",-608.215,"H15",96.23,"S1",6.66,"S1",0.11008,"S1",0.01342,"H10",40.105,"H10",703.584,"O2",7.575,"S1",-24.482,"O2",7.495,"S1",-24.574,"C4",11.841,"C4",0.16
"DJ577","C6H12O2","ISOBUTYL ACETATE",116.16,389.8,561,31.6,389,0.2986,0.264,0.454,2.3045,1446.952139,"O1",-33.054,"H18",-115.684,"H13",18.61,"O1",7.92,"O1",0.11046,"O1",0.01151,"H20",38.655,"H18",133.639,"O2",1.215,"O2",-31.839,"O2",1.128,"O2",-31.926,"C7",21.11,"C7",0.855
"DJ546","C6H12","2,3-DIMETHYL-2-BUTENE",84.161,346.35,524,31.6,372,0.2262,0.27,0.233,0,1264.44002,"C1",-23.823,"H8",-68.455,"H7",11.44,"C1",5.37,"C3",0.16841,"C6",0.02607,"H8",35.404,"H8",79.3,"C1",0.675,"C1",-23.148,"C1",0.616,"C1",-23.207,"C6",10.473,"C3",0.237
"DJ557","C6H12","2-METHYL-2-PENTENE",84.161,340.45,514,31.6,363,0.2318,0.268,0.245,0.2635,1286.068671,"C1",-23.818,"H17",-68.51,"H10",11.45,"C1",5.35,"C1",0.16893,"C1",0.02622,"H17",35.449,"H17",79.356,"C3",0.682,"C3",-23.141,"C3",0.62,"C2",-23.203,"C1",10.663,"C1",0.25
"DJ551","C6H12","cis-2-HEXENE",84.161,342.03,513,31.6,359,0.2344,0.266,0.272,0.2381,1294.305107,"C2",-23.815,"H17",-68.557,"H11",11.45,"C1",5.35,"C1",0.16897,"C1",0.02623,"H17",35.494,"H17",79.401,"C4",0.683,"C4",-23.139,"C4",0.619,"C4",-23.203,"C1",10.673,"C1",0.251
"DJ552","C6H12","trans-2-HEXENE",84.161,341.02,513,31.6,360,0.2338,0.267,0.261,0.0818,1303.255879,"C2",-23.818,"H16",-68.558,"H12",11.46,"C1",5.35,"C1",0.16895,"C1",0.02622,"H16",35.465,"H16",79.408,"C4",0.683,"C4",-23.141,"C4",0.619,"C4",-23.204,"C1",10.675,"C1",0.251
"DJ548","C6H12","2-ETHYL-1-BUTENE",84.161,337.82,512,31.6,364,0.2312,0.27,0.228,0.5755,1096.483903,"C2",-22.446,"H14",-66.551,"H8",11.45,"C1",5.27,"C1",0.16803,"C1",0.02561,"H14",33.376,"H14",77.41,"C5",0.786,"C2",-21.672,"C5",0.712,"C2",-21.746,"C1",8.179,"C1",0.085
"DJ556","C6H12","2-METHYL-1-PENTENE",84.161,335.25,507,31.6,359,0.2344,0.269,0.241,0.5973,1290.648157,"C1",-23.804,"H17",-68.551,"H12",11.45,"C1",5.35,"C2",0.16901,"C2",0.02624,"H17",35.518,"H17",79.392,"C6",0.689,"C3",-23.125,"C6",0.625,"C3",-23.189,"C2",10.659,"C2",0.25
"DJ51","C2CIF5","CHLOROPENTAFLUOROETHANE",154.467,234.04,353.15,31.57,252,0.613,0.271,0.251,0.5493,923.8669953,"Cl3",-60.725,"C2",-323.752,"C2",74.4,"Cl3",19.11,"Cl3",0.04228,"Cl3",0.00188,"C1",19.023,"C2",390.956,"F5",13.604,"Cl3",-54.891,"F5",13.446,"Cl3",-55.104,"C1",28.887,"C1",1.033
"DJ1192","C14H8Q2","ANTHRAQUINONE",208.216,653.05,900,31.5,544,0.3828,0.229,0.681,0,2047.285889,"O1",-36.214,"H19",-124.551,"H21",18.61,"O1",7.78,"O1",0.118,"O1",0.01321,"H17",44.709,"H17",142.489,"O1",0.807,"O1",-35.408,"O1",0.762,"O1",-35.453,"C7",38.055,"C7",2.435
"DJ359","CSH6N2","GLUTARONITRILE",94.116,559.15,782,31.5,352,0.2674,0.171,0.603,4.1162,1184.023763,"N1",-27.994,"H10",-98.986,"H8",16.59,"N1",6.97,"C6",0.13205,"C6",0.01635,"H10",35.274,"H10",114.966,"N1",1.218,"N1",-26.776,"N1",1.111,"N1",-26.883,"C6",17.41,"C6",0.858
"DJ743","C7H160","1-HEPTANOL",116.203,449.45,631.9,31.5,435.2,0.267,0.261,0.587,2.0214,1637.82684,"O1",-26.984,"H24",-99.866,"H14",14.88,"O1",6.26,"O1",0.13526,"O1",0.01776,"H24",49.481,"H24",113.123,"O1",0.868,"O1",-26.117,"O1",0.791,"O1",-26.193,"H24",20.595,"C7",0.251
"DJ950","C10H6O8","PYROMELLTIC ACID",254.153,722,893,31.4,584,0.4352,0.247,1.83,4.972,2095.941281,"O2",-53.358,"H21",-193.677,"H20",26.93,"O2",11.4,"C16",0.08431,"C16",0.00697,"H23",58.055,"H21",218.114,"O5",1.146,"O2",-52.218,"O5",1.097,"O2",-52.267,"C18",68.97,"C18",5.402
"DJ1133","C12H12","2-ETHYLNAPHTHALENE",156.227,531.49,774.9,31.4,521.5,0.2996,0.254,0.392,0.4952,1880.601186,"C4",-29.714,"H17",-85.603,"H20",13.23,"C4",6.02,"C4",0.15801,"C4",0.02383,"H23",41.667,"H17",98.193,"C5",0.512,"C2",-29.211,"C5",0.475,"C2",-29.248,"C4",25.745,"C4",1.687
"DJ611","C6H14Q3","2-(2-ETHOXYETHOXY)ETHANOL",134.175,475.15,632,31.4,420,0.3195,0.251,0.901,2.002,1639.482075,"O2",-37.923,"H23",-135.372,"H20",20.09,"O1",8.83,"O2",0.10214,"O2",0.0098,"H23",50.312,"H23",153.509,"O1",1.211,"O1",-36.713,"O1",1.135,"O1",-36.789,"H23",26.678,"C5",0.706
"DJ713","C7H14","2,3,3-TRIMETHYL-1-BUTENE",98.188,351.04,531,31.4,381,0.2577,0.27,0.241,0.5136,1438.344236,"C1",-24.906,"H21",-70.034,"H9",11.41,"C1",5.4,"C1",0.16999,"C1",0.0268,"H20",37.436,"H21",80.832,"C7",0.617,"C2",-24.307,"C7",0.559,"C2",-24.364,"C1",13.242,"C1",0.448
"DJ550","C6H12","1-HEXENE",84.161,336.63,504.03,31.4,354,0.2377,0.265,0.28,0.4528,1305.089283,"C1",-23.807,"H17",-68.649,"H8",11.45,"C1",5.35,"C2",0.16902,"C2",0.02624,"H17",35.64,"H18",79.487,"C6",0.69,"C5",-23.128,"C6",0.623,"C5",-23.195,"C2",10.672,"C2",0.251
"DJ1118","C12H10O","DIPHENYL ETHER",170.211,531.46,763,31.3,502.8,0.3385,0.248,0.472,1.0771,1900.864742,"O1",-30.419,"H16",-107.076,"H22",16.37,"O1",6.68,"O1",0.13352,"O1",0.01698,"H16",42.548,"H16",122.813,"O1",0.75,"O1",-29.67,"O1",0.696,"O1",-29.723,"C2",25.778,"C2",1.352
"DJ884","C9H12","MESITYLENE",120.194,437.89,637.36,31.27,433,0.2776,0.256,0.398,0.0008,1583.821157,"C3",-27.263,"H13",-78.347,"H10",12.5,"C1",5.78,"C1",0.16186,"C1",0.02466,"H13",38.886,"H20",90.244,"C4",0.585,"C1",-26.684,"C4",0.535,"C1",-26.734,"C9",17.939,"C1",0.92
"DJ590","C6H14","2,3-DIMETHYLBUTANE",86.177,331.13,499.98,31.27,357.8,0.2409,0.269,0.248,0.148,1323.771279,"C2",-23.617,"H10",-66.123,"H14",10.97,"C1",5.23,"C2",0.17273,"C1",0.0274,"H10",35.982,"H10",76.489,"C3",0.646,"C4",-22.981,"C3",0.574,"C3",-23.053,"C2",10.645,"C1",0.231
"DJ571","C6H12O2","n-PENTYL FORMATE",116.16,406.6,576,31.25,389,0.2986,0.254,0.528,2.4859,1457.6337,"O1",-33.047,"H20",-115.945,"H17",18.62,"O1",7.92,"O1",0.11053,"O1",0.01153,"H20",38.966,"H20",133.835,"O2",1.213,"O2",-31.834,"O2",1.124,"O2",-31.924,"C8",21.397,"C8",0.88
"DJ593","C6H14","3-METHYLPENTANE",86.177,336.42,504.43,31.24,366.4,0.2352,0.273,0.274,0.101,1335.60657,"C1",-23.62,"H12",-66.189,"H12",10.98,"C1",5.23,"C1",0.17271,"C1",0.0274,"H16",36.006,"H12",76.579,"C4",0.646,"C2",-22.984,"C4",0.574,"C2",-23.056,"C1",10.646,"C1",0.232
"DJ956","C10H10","m-DIVINYLBENZENE",130.189,472.65,692,31.2,440,0.2959,0.239,0.373,0.112,1651.261366,"C1",-28.37,"H18",-83.62,"H11",13.25,"C1",5.98,"C2",0.15752,"C1",0.02348,"H18",39.466,"H18",96.256,"C9",0.592,"C1",-27.787,"C9",0.55,"C1",-27.829,"C2",20.583,"C1",1.227
"DJ987","C10H15N","2,6-DIETHYLANILINE",149.236,508.65,678,31.2,495,0.3015,0.274,0.954,1.5278,1873.960664,"N1",-28.042,"H26",-89.295,"H20",13.39,"N1",6.07,"N1",0.15177,"C4",0.02189,"H25",47.354,"H26",101.45,"N1",0.651,"N1",-27.391,"N1",0.604,"N1",-27.438,"C4",24.315,"C4",1.387
"DJ564","C6H12O","BUTYL VINYL ETHER",100.161,366.97,536,31.2,364,0.2752,0.255,0.38,1.9335,1399.22326,"O1",-26.304,"H19",-97.204,"H14",15.86,"O1",6.4,"O1",0.13057,"O1",0.01657,"H19",37.377,"H19",112.442,"O1",1.02,"O1",-25.284,"O1",0.942,"O1",-25.362,"C4",11.264,"C4",0.165
"DJ608","C6H14O2$","DI-n-PROPYL SULFONE",150.242,543,763,31.1,463,0.3245,0.227,0.582,4.6232,1701.484893,"S1",-30.607,"H10",-570.263,"H19",88.83,"S1",7.47,"S1",0.09822,"S1",0.01079,"H10",41.31,"H10",658.332,"O2",6.495,"S1",-29.398,"O2",6.411,"S1",-29.489,"C7",12.166,"C6",0.147
"DJ572","C6H12O2","n-BUTYL ACETATE",116.16,399.15,679.65,31.1,389,0.2986,0.251,0.41,2.2448,1456.836198,"O2",-33.058,"H19",-115.805,"H15",18.61,"O1",7.92,"O1",0.11048,"O1",0.01152,"H20",38.651,"H19",133.778,"O2",1.214,"O2",-31.844,"O2",1.127,"O2",-31.931,"C7",21.135,"C7",0.859
